ECG_P_Onsets	ECG_P_Peaks	ECG_P_Offsets	ECG_Q_Peaks	ECG_R_Peaks	ECG_S_Peaks	ECG_T_Onsets	ECG_T_Peaks	ECG_T_Offsets	ECG_R_Offsets	label
0	0.0805369127516779	0.181208053691276	0.214765100671141	0.302013422818791	0.463087248322147	0.751677852348994	0.892617449664429	1	0.463087248322147	3
0	0.088888888888889	0.200000000000001	0.348148148148149	0.414814814814815	0.481481481481483	0.681481481481482	0.866666666666668	1	0.548148148148149	5
0	0.151515151515152	0.227272727272727	0.340909090909091	0.439393939393939	0.492424242424243	0.666666666666666	0.825757575757576	1	0.56060606060606	5
0	0.136363636363636	0.21969696969697	0.348484848484849	0.43939393939394	0.515151515151516	0.666666666666667	0.856060606060607	1	0.583333333333334	5
0	0.109375000000002	0.226562499999999	0.335937500000001	0.382812499999999	0.445312499999999	0.617187500000001	0.8125	1	0.515625000000002	5
0	0.100775193798449	0.147286821705424	0.248062015503876	0.310077519379845	0.472868217054263	0.620155038759687	0.813953488372093	1	0.542635658914727	5
0	0.0685714285714285	0.154285714285715	0.222857142857143	0.279999999999999	0.417142857142856	0.765714285714284	0.862857142857143	1	0.457142857142857	3
0	0.15702479338843	0.190082644628099	0.190082644628099	0.272727272727273	0.347107438016529	0.900826446280992	1	1	0.421487603305785	3
0	0.0952380952380954	0.214285714285716	0.246031746031747	0.3015873015873	0.388888888888889	0.658730158730161	0.857142857142859	1	0.460317460317459	3
0	0.114285714285714	0.2	0.291428571428572	0.348571428571429	0.445714285714285	0.754285714285714	0.897142857142857	1	0.497142857142857	3
0	0.117647058823532	0.205882352941177	0.317647058823531	0.364705882352943	0.464705882352945	0.82352941176471	0.876470588235295	1	0.51764705882353	4
0	0.132653061224489	0.265306122448978	0.438775510204075	0.520408163265299	0.602040816326524	0.602040816326524	0.755102040816326	1	0.683673469387749	2
0	0.058064516129029	0.103225806451613	0.212903225806449	0.296774193548384	0.445161290322582	0.812903225806451	0.929032258064521	1	0.503225806451611	3
0	0.125786163522013	0.220125786163523	0.257861635220127	0.327044025157233	0.452830188679246	0.817610062893082	0.880503144654089	1	0.509433962264151	3
0	0.138888888888889	0.138888888888889	0.145833333333333	0.23611111111111	0.402777777777776	0.874999999999998	0.951388888888888	1	0.444444444444444	3
0	0.00793650793651057	0.111111111111113	0.404761904761905	0.499999999999997	0.57142857142857	0.611111111111109	0.80952380952381	1	0.642857142857144	2
0	0.118343195266272	0.183431952662723	0.307692307692308	0.349112426035504	0.3905325443787	0.710059171597631	0.857988165680473	1	0.443786982248522	3
0	0.0917431192660551	0.229357798165139	0.311926605504587	0.412844036697249	0.477064220183487	0.651376146788992	0.880733944954129	1	0.522935779816515	5
0	0.145985401459851	0.175182481751826	0.175182481751826	0.255474452554746	0.430656934306572	0.708029197080291	0.890510948905112	1	0.430656934306572	1
0	0.0875000000000001	0.118749999999999	0.2625	0.3375	0.487500000000001	0.69375	0.85	1	0.54375	4
0	0.125786163522013	0.220125786163521	0.371069182389937	0.452830188679244	0.509433962264151	0.70440251572327	0.849056603773585	1	0.566037735849056	5
0	0.0516129032258065	0.148387096774194	0.361290322580645	0.393548387096774	0.458064516129032	0.683870967741936	0.845161290322581	1	0.516129032258065	4
0	0.129310344827586	0.241379310344828	0.241379310344828	0.336206896551724	0.543103448275862	0.620689655172414	0.836206896551724	1	0.620689655172414	5
0	0.129032258064516	0.161290322580647	0.18709677419355	0.270967741935485	0.374193548387098	0.780645161290321	0.883870967741934	1	0.406451612903226	1
0	0.128571428571427	0.235714285714286	0.27857142857143	0.35	0.435714285714286	0.821428571428575	1	1	0.5	3
0	0.143884892086331	0.25179856115108	0.467625899280574	0.539568345323741	0.669064748201437	0.705035971223019	0.884892086330935	1	0.733812949640286	2
0	0.132450331125831	0.2317880794702	0.410596026490069	0.476821192052981	0.496688741721856	0.675496688741725	0.841059602649006	1	0.556291390728481	5
0	0.0927835051546381	0.175257731958762	0.175257731958762	0.257731958762886	0.34020618556701	0.556701030927833	0.814432989690721	1	0.371134020618555	1
0	0.0855263157894735	0.138157894736842	0.361842105263158	0.421052631578944	0.460526315789472	0.697368421052634	0.85526315789474	1	0.5	4
0	0.13245033112583	0.225165562913911	0.264900662251655	0.350993377483442	0.490066225165566	0.675496688741721	0.841059602649007	1	0.549668874172184	5
0	0.143884892086331	0.23021582733813	0.453237410071941	0.517985611510793	0.597122302158272	0.647482014388489	0.827338129496403	1	0.654676258992805	2
0	0.18348623853211	0.32110091743119	0.559633027522935	0.678899082568806	0.798165137614677	0.798165137614677	0.926605504587156	1	0.880733944954125	2
0	0.114457831325302	0.204819277108434	0.41566265060241	0.493975903614458	0.548192771084337	0.789156626506024	0.93975903614458	1	0.602409638554218	2
0	0.00704225352112677	0.112676056338028	0.359154929577465	0.429577464788732	0.492957746478873	0.71830985915493	0.894366197183099	1	0.556338028169014	4
0	0.140845070422535	0.246478873239438	0.380281690140847	0.471830985915494	0.542253521126761	0.690140845070425	0.830985915492961	1	0.605633802816904	2
0	0.142857142857143	0.249999999999999	0.457142857142857	0.528571428571428	0.592857142857143	0.8	0.892857142857143	1	0.657142857142857	2
0	0.106508875739646	0.195266272189349	0.349112426035504	0.42603550295858	0.568047337278107	0.710059171597634	0.857988165680473	1	0.568047337278107	4
0	0.136986301369863	0.226027397260274	0.226027397260274	0.287671232876711	0.383561643835617	0.773972602739726	0.835616438356164	1	0.445205479452055	3
0	0.116959064327486	0.204678362573098	0.409356725146198	0.467836257309942	0.573099415204678	0.725146198830411	0.871345029239765	1	0.625730994152046	2
0	0.140845070422535	0.246478873239435	0.471830985915491	0.528169014084506	0.58450704225352	0.669014084507041	0.845070422535209	1	0.64788732394366	2
0	0.189999999999999	0.269999999999999	0.409999999999999	0.489999999999999	0.569999999999999	0.569999999999999	0.76	1	0.629999999999999	2
0	0.0869565217391306	0.195652173913045	0.253623188405798	0.311594202898552	0.391304347826086	0.840579710144929	0.905797101449276	1	0.456521739130436	3
0	0.0480769230769221	0.0961538461538464	0.317307692307692	0.442307692307693	0.471153846153846	0.528846153846154	0.769230769230771	1	0.557692307692309	5
0	0.120000000000002	0.16	0.16	0.213333333333334	0.326666666666666	0.773333333333334	0.846666666666669	1	0.386666666666669	1
0	0.109289617486337	0.169398907103824	0.37158469945355	0.420765027322405	0.524590163934427	0.83606557377049	0.890710382513663	1	0.573770491803277	4
0	0.0070921985815595	0.113475177304965	0.361702127659576	0.432624113475177	0.496453900709219	0.723404255319148	0.900709219858158	1	0.553191489361701	4
0	0.0762711864406789	0.0762711864406789	0.0847457627118644	0.194915254237289	0.211864406779662	0.669491525423728	0.88135593220339	1	0.288135593220339	1
0	0.188679245283019	0.330188679245281	0.367924528301884	0.443396226415092	0.5188679245283	0.632075471698111	0.867924528301884	1	0.603773584905657	5
0	0.12269938650307	0.214723926380369	0.306748466257673	0.386503067484666	0.533742331288347	0.699386503067488	0.852760736196319	1	0.533742331288347	5
0	0.125786163522012	0.220125786163523	0.232704402515722	0.30188679245283	0.452830188679245	0.761006289308175	0.849056603773585	1	0.452830188679245	3
0	0.111731843575419	0.195530726256983	0.279329608938548	0.340782122905028	0.458100558659218	0.726256983240223	0.865921787709497	1	0.508379888268156	3
0	0.106382978723404	0.212765957446809	0.390070921985815	0.446808510638297	0.5177304964539	0.652482269503545	0.829787234042553	1	0.581560283687942	5
0	0.125	0.218750000000001	0.318750000000001	0.381249999999999	0.437499999999999	0.756249999999999	0.85	1	0.493750000000001	4
0	0.157480314960627	0.188976377952756	0.188976377952756	0.275590551181104	0.377952755905513	0.708661417322835	0.905511811023625	1	0.433070866141731	1
0	0.0728476821192054	0.172185430463576	0.384105960264901	0.470198675496688	0.536423841059602	0.715231788079471	0.841059602649006	1	0.589403973509933	4
0	0.107913669064749	0.187050359712229	0.201438848920864	0.294964028776978	0.446043165467625	0.66906474820144	0.848920863309353	1	0.489208633093526	3
0	0.125786163522013	0.22012578616352	0.301886792452831	0.352201257861636	0.440251572327044	0.89308176100629	0.937106918238995	1	0.496855345911949	3
0	0.120805369127515	0.167785234899325	0.167785234899325	0.221476510067111	0.322147651006712	0.758389261744963	0.838926174496644	1	0.382550335570466	1
0	0.153846153846158	0.269230769230771	0.384615384615384	0.484615384615383	0.538461538461541	0.692307692307692	0.853846153846153	1	0.607692307692306	2
0	0.143884892086331	0.237410071942446	0.237410071942446	0.309352517985613	0.446043165467625	0.76978417266187	0.863309352517988	1	0.510791366906474	3
0	0.155038759689923	0.271317829457365	0.356589147286824	0.395348837209304	0.457364341085273	0.697674418604654	0.813953488372093	1	0.527131782945737	5
0	0.130718954248366	0.228758169934641	0.274509803921569	0.359477124183007	0.418300653594772	0.699346405228758	0.849673202614379	1	0.477124183006536	3
0	0.0462962962962955	0.185185185185186	0.509259259259258	0.583333333333333	0.657407407407407	0.657407407407407	0.777777777777777	1	0.74074074074074	2
0	0.175438596491228	0.175438596491228	0.184210526315789	0.298245614035088	0.359649122807017	0.570175438596491	0.789473684210528	1	0.421052631578948	1
0	0.121212121212121	0.212121212121212	0.309090909090909	0.387878787878787	0.521212121212122	0.848484848484849	1	1	0.575757575757576	4
0	0.128205128205128	0.198717948717949	0.237179487179486	0.320512820512822	0.474358974358976	0.685897435897437	0.846153846153846	1	0.474358974358976	3
0	0.148148148148148	0.237037037037037	0.237037037037037	0.288888888888889	0.333333333333333	0.733333333333333	0.918518518518519	1	0.37037037037037	3
0	0.122137404580153	0.236641221374047	0.267175572519085	0.366412213740459	0.503816793893129	0.625954198473282	0.816793893129774	1	0.572519083969468	5
0	0.0909090909090903	0.195804195804193	0.300699300699302	0.363636363636361	0.440559440559439	0.657342657342654	0.832167832167832	1	0.503496503496505	5
0	0.137931034482759	0.227586206896551	0.310344827586206	0.386206896551724	0.482758620689656	0.662068965517242	0.83448275862069	1	0.544827586206896	5
0	0.0785714285714286	0.185714285714285	0.3	0.371428571428571	0.435714285714286	0.65	0.828571428571428	1	0.478571428571429	5
0	0.0588235294117647	0.0980392156862745	0.0980392156862745	0.176470588235294	0.362745098039217	0.519607843137254	0.764705882352941	1	0.450980392156863	1
0	0.112426035502959	0.201183431952662	0.272189349112425	0.331360946745562	0.390532544378697	0.710059171597634	0.857988165680473	1	0.443786982248522	3
0	0.149606299212599	0.267716535433072	0.291338582677164	0.346456692913386	0.535433070866141	0.614173228346454	0.811023622047244	1	0.535433070866141	5
0	0.135135135135135	0.236486486486487	0.256756756756758	0.337837837837839	0.398648648648649	0.66891891891892	0.837837837837838	1	0.459459459459459	3
0	0.15625	0.257812499999999	0.257812499999999	0.351562499999999	0.40625	0.648437500000001	0.84375	1	0.46875	5
0	0.188679245283019	0.188679245283019	0.19811320754717	0.320754716981132	0.40566037735849	0.537735849056604	0.773584905660377	1	0.490566037735849	5
0	0.0630630630630631	0.153153153153153	0.486486486486486	0.558558558558558	0.63063063063063	0.63063063063063	0.783783783783784	1	0.711711711711712	2
0	0.136752136752137	0.264957264957266	0.273504273504274	0.358974358974357	0.487179487179487	0.581196581196582	0.794871794871795	1	0.521367521367521	5
0	0.0949367088607575	0.158227848101265	0.405063291139238	0.430379746835441	0.462025316455696	0.753164556962024	0.91139240506329	1	0.493670886075949	4
0	0.165289256198347	0.256198347107438	0.264462809917356	0.371900826446281	0.446280991735538	0.59504132231405	0.801652892561984	1	0.495867768595042	5
0	0.140845070422533	0.176056338028166	0.183098591549295	0.274647887323943	0.436619718309857	0.697183098591547	0.873239436619719	1	0.443661971830986	1
0	0.0794701986754969	0.178807947019867	0.264900662251656	0.33112582781457	0.390728476821192	0.761589403973509	0.913907284768212	1	0.450331125827816	3
0	0.119760479041914	0.173652694610778	0.389221556886225	0.449101796407187	0.497005988023954	0.84431137724551	0.904191616766467	1	0.520958083832334	4
0	0.0815217391304348	0.130434782608696	0.353260869565218	0.407608695652174	0.456521739130435	0.75	0.885869565217391	1	0.505434782608695	4
0	0.113636363636364	0.198863636363636	0.295454545454545	0.369318181818182	0.494318181818182	0.721590909090909	0.863636363636363	1	0.545454545454545	4
0	0.0197368421052582	0.118421052631578	0.315789473684212	0.368421052631581	0.480263157894736	0.67763157894737	0.842105263157894	1	0.539473684210528	4
0	0.12230215827338	0.194244604316547	0.395683453237411	0.47482014388489	0.546762589928057	0.705035971223019	0.827338129496403	1	0.611510791366905	2
0	0.1505376344086	0.301075268817202	0.36559139784946	0.505376344086021	0.580645161290321	0.580645161290321	0.741935483870967	1	0.623655913978493	2
0	0.16260162601626	0.260162601626016	0.260162601626016	0.357723577235772	0.51219512195122	0.601626016260162	0.804878048780488	1	0.585365853658536	5
0	0.125786163522012	0.220125786163523	0.314465408805033	0.39622641509434	0.547169811320755	0.69811320754717	0.855345911949685	1	0.547169811320755	5
0	0.0428571428571444	0.135714285714287	0.357142857142859	0.450000000000001	0.507142857142858	0.671428571428573	0.850000000000001	1	0.535714285714286	4
0	0.135135135135135	0.135135135135135	0.141891891891891	0.229729729729731	0.378378378378378	0.682432432432432	0.85135135135135	1	0.432432432432432	1
0	0.0340909090909091	0.0795454545454545	0.295454545454545	0.369318181818181	0.454545454545455	0.727272727272727	0.863636363636364	1	0.505681818181818	4
0	0.170940170940171	0.299145299145298	0.401709401709401	0.427350427350428	0.547008547008548	0.581196581196582	0.794871794871795	1	0.623931623931624	5
0	0.11764705882353	0.182352941176471	0.411764705882355	0.458823529411767	0.494117647058824	0.794117647058825	0.858823529411765	1	0.51764705882353	4
0	0.00578034682080926	0.0867052023121388	0.294797687861272	0.346820809248555	0.456647398843931	0.838150289017341	0.890173410404625	1	0.508670520231214	4
0	0.126582278481013	0.189873417721519	0.189873417721519	0.265822784810127	0.360759493670886	0.70253164556962	0.860759493670886	1	0.417721518987342	1
0	0.156249999999997	0.273437500000001	0.1875	0.242187499999997	0.390624999999998	0.617187499999997	0.8125	1	0.460937500000001	1
0	0.0857142857142863	0.171428571428573	0.228571428571428	0.302857142857142	0.439999999999999	0.720000000000001	0.862857142857143	1	0.439999999999999	3
0	0.112994350282486	0.19774011299435	0.282485875706215	0.344632768361582	0.474576271186441	0.757062146892655	0.898305084745763	1	0.480225988700565	3
0	0.0638297872340418	0.0638297872340418	0.0709219858156013	0.163120567375884	0.30496453900709	0.773049645390071	0.865248226950354	1	0.368794326241135	1
0	0.102272727272726	0.176136363636362	0.306818181818178	0.357954545454544	0.437499999999999	0.744318181818182	0.886363636363634	1	0.48863636363636	3
0	0.163265306122449	0.306122448979595	0.510204081632652	0.622448979591837	0.744897959183679	0.744897959183679	0.795918367346943	1	0.795918367346943	2
0	0.13740458015267	0.251908396946565	0.427480916030532	0.526717557251909	0.656488549618321	0.687022900763359	0.877862595419847	1	0.725190839694656	2
0	0.12987012987013	0.227272727272728	0.454545454545455	0.519480519480519	0.584415584415584	0.727272727272727	0.883116883116883	1	0.616883116883116	2
0	0.098901098901099	0.181318681318681	0.274725274725275	0.346153846153846	0.450549450549451	0.730769230769231	0.868131868131868	1	0.5	3
0	0.0397350993377498	0.0993377483443715	0.0993377483443715	0.178807947019868	0.337748344370861	0.67549668874172	0.841059602649007	1	0.337748344370861	1
0	0.134228187919463	0.187919463087248	0.187919463087248	0.234899328859061	0.315436241610739	0.765100671140939	0.838926174496644	1	0.375838926174497	1
0	0.119760479041916	0.209580838323353	0.383233532934132	0.461077844311377	0.568862275449102	0.706586826347306	0.856287425149701	1	0.622754491017964	2
0	0.156249999999997	0.273437500000001	0.367187499999997	0.429687499999997	0.507812500000003	0.6875	0.882812499999996	1	0.578124999999998	5
0	0.134228187919463	0.234899328859061	0.389261744966445	0.456375838926175	0.53020134228188	0.671140939597316	0.838926174496644	1	0.590604026845638	5
0	0.0994152046783645	0.187134502923976	0.2046783625731	0.280701754385965	0.421052631578947	0.7719298245614	0.877192982456141	1	0.444444444444442	3
0	0.0944881889763782	0.204724409448818	0.393700787401574	0.464566929133857	0.566929133858269	0.700787401574804	0.897637795275591	1	0.637795275590552	2
0	0.145985401459857	0.255474452554745	0.357664233576644	0.401459854014595	0.503649635036494	0.642335766423356	0.824817518248176	1	0.569343065693431	5
0	0.155038759689926	0.271317829457364	0.48062015503876	0.53488372093023	0.604651162790698	0.697674418604648	0.860465116279065	1	0.666666666666667	2
0	0.107142857142858	0.214285714285714	0.342857142857143	0.407142857142858	0.464285714285715	0.664285714285715	0.828571428571429	1	0.492857142857144	5
0	0.128205128205128	0.134615384615387	0.134615384615387	0.217948717948719	0.358974358974359	0.685897435897437	0.846153846153846	1	0.416666666666666	1
0	0.138888888888889	0.236111111111111	0.486111111111111	0.569444444444445	0.618055555555556	0.777777777777778	0.951388888888889	1	0.680555555555555	2
0	0.147058823529412	0.257352941176471	0.301470588235295	0.38970588235294	0.529411764705882	0.647058823529412	0.830882352941176	1	0.595588235294117	5
0	0.15625	0.273437500000001	0.28125	0.351562499999999	0.515624999999998	0.617187500000001	0.8125	1	0.585937500000001	5
0	0.0943396226415075	0.188679245283015	0.21383647798742	0.257861635220123	0.389937106918236	0.855345911949687	0.88679245283019	1	0.446540880503144	3
0	0.145985401459854	0.160583941605838	0.160583941605838	0.24817518248175	0.423357664233575	0.890510948905109	1	1	0.489051094890509	3
0	0.0802919708029173	0.189781021897809	0.343065693430655	0.416058394160583	0.481751824817517	0.708029197080292	0.861313868613138	1	0.547445255474451	4
0	0.119760479041916	0.209580838323354	0.281437125748504	0.335329341317366	0.479041916167666	0.868263473053893	0.92814371257485	1	0.479041916167666	3
0	0.114864864864867	0.216216216216216	0.270270270270269	0.337837837837841	0.479729729729732	0.810810810810808	0.885135135135133	1	0.540540540540539	4
0	0.126582278481013	0.189873417721518	0.341772151898733	0.411392405063291	0.525316455696201	0.689873417721519	0.848101265822785	1	0.582278481012659	5
0	0.038461538461541	0.038461538461541	0.0461538461538478	0.146153846153847	0.261538461538463	0.623076923076925	0.815384615384616	1	0.330769230769231	1
0	0.136054421768708	0.238095238095238	0.394557823129252	0.462585034013605	0.530612244897959	0.666666666666666	0.836734693877551	1	0.591836734693878	2
0	0.116959064327486	0.204678362573098	0.269005847953216	0.345029239766081	0.461988304093566	0.713450292397661	0.859649122807017	1	0.514619883040934	3
0	0.15625	0.15625	0.1640625	0.265625	0.3671875	0.625	0.8203125	1	0.4375	1
0	0.112903225806451	0.225806451612903	0.395161290322581	0.475806451612903	0.524193548387097	0.82258064516129	0.943548387096774	1	0.580645161290323	4
0	0.0955056179775281	0.179775280898877	0.286516853932584	0.359550561797753	0.49438202247191	0.758426966292135	0.870786516853932	1	0.544943820224719	4
0	0.135135135135135	0.236486486486487	0.472972972972974	0.527027027027029	0.621621621621622	0.722972972972974	0.837837837837838	1	0.682432432432432	2
0	0.0659340659340637	0.23076923076923	0.527472527472529	0.593406593406593	0.670329670329672	0.670329670329672	0.736263736263735	1	0.736263736263735	2
0	0.163934426229508	0.262295081967214	0.270491803278688	0.377049180327868	0.450819672131146	0.598360655737705	0.80327868852459	1	0.524590163934427	5
0	0.135135135135135	0.236486486486487	0.439189189189191	0.520270270270273	0.567567567567568	0.682432432432435	0.851351351351353	1	0.621621621621622	2
0	0.136054421768708	0.238095238095239	0.340136054421769	0.42857142857143	0.503401360544218	0.748299319727892	0.850340136054422	1	0.564625850340137	4
0	0.111801242236024	0.19254658385093	0.422360248447204	0.503105590062116	0.608695652173914	0.751552795031061	0.906832298136648	1	0.639751552795031	2
0	0.133928571428572	0.25	0.339285714285714	0.419642857142856	0.580357142857142	0.580357142857142	0.785714285714286	1	0.660714285714286	5
0	0.13986013986014	0.244755244755244	0.377622377622376	0.447552447552446	0.496503496503496	0.678321678321678	0.832167832167832	1	0.559440559440558	5
0	0.134228187919463	0.234899328859061	0.395973154362417	0.469798657718123	0.536912751677853	0.671140939597316	0.838926174496644	1	0.59731543624161	2
0	0.149253731343284	0.261194029850746	0.261194029850746	0.343283582089551	0.5	0.634328358208956	0.820895522388059	1	0.567164179104477	5
0	0.148148148148145	0.237037037037034	0.266666666666664	0.362962962962963	0.444444444444442	0.65185185185185	0.837037037037038	1	0.511111111111112	5
0	0.124999999999997	0.218750000000001	0.237500000000001	0.312499999999999	0.431249999999999	0.831249999999999	0.906249999999997	1	0.487500000000001	3
0	0.138686131386862	0.233576642335766	0.394160583941607	0.423357664233574	0.489051094890511	0.678832116788319	0.824817518248176	1	0.554744525547447	5
0	0.140740740740738	0.25185185185185	0.318518518518516	0.377777777777775	0.459259259259257	0.637037037037035	0.822222222222222	1	0.525925925925926	5
0	0.130718954248364	0.189542483660131	0.333333333333329	0.418300653594773	0.483660130718955	0.836601307189546	1	1	0.542483660130716	4
0	0.132231404958678	0.256198347107438	0.338842975206612	0.404958677685951	0.495867768595042	0.611570247933885	0.818181818181819	1	0.570247933884298	5
0	0.0833333333333347	0.172619047619047	0.202380952380951	0.279761904761908	0.398809523809524	0.779761904761905	0.857142857142857	1	0.416666666666668	3
0	0.125	0.162500000000001	0.275	0.343750000000001	0.418750000000001	0.731249999999999	0.85	1	0.475	3
0	0.13333333333333	0.233333333333334	0.299999999999999	0.353333333333332	0.433333333333329	0.866666666666664	0.919999999999997	1	0.493333333333331	3
0	0.163934426229507	0.286885245901639	0.311475409836064	0.393442622950819	0.483606557377049	0.663934426229508	0.868852459016393	1	0.540983606557376	5
0	0.125	0.1875	0.1875	0.2375	0.36875	0.70625	0.8625	1	0.38125	1
0	0.142857142857143	0.250000000000001	0.278571428571429	0.342857142857143	0.392857142857144	0.721428571428571	0.850000000000001	1	0.457142857142857	3
0	0.172413793103449	0.301724137931034	0.336206896551724	0.431034482758621	0.534482758620691	0.612068965517242	0.827586206896551	1	0.612068965517242	5
0	0.111999999999998	0.231999999999999	0.271999999999998	0.335999999999999	0.391999999999999	0.616	0.808	1	0.439999999999998	3
0	0.162601626016261	0.284552845528453	0.211382113821137	0.243902439024389	0.43089430894309	0.601626016260162	0.804878048780487	1	0.504065040650406	5
0	0.109826589595376	0.150289017341041	0.289017341040463	0.364161849710984	0.427745664739885	0.861271676300578	0.884393063583815	1	0.479768786127169	3
0	0.0940170940170951	0.222222222222221	0.222222222222221	0.333333333333331	0.435897435897433	0.615384615384616	0.829059829059829	1	0.487179487179487	5
0	0.0753424657534255	0.0753424657534255	0.082191780821921	0.171232876712331	0.335616438356167	0.671232876712328	0.835616438356164	1	0.397260273972608	1
0	0.13533834586466	0.248120300751879	0.323308270676689	0.390977443609023	0.466165413533833	0.631578947368422	0.819548872180451	1	0.533834586466163	5
0	0.150375939849624	0.248120300751879	0.255639097744359	0.353383458646614	0.533834586466163	0.639097744360902	0.819548872180451	1	0.533834586466163	5
0	0.111111111111111	0.215277777777779	0.437500000000001	0.486111111111113	0.541666666666668	0.694444444444444	0.861111111111111	1	0.604166666666667	2
0	0.107784431137723	0.179640718562873	0.245508982035928	0.311377245508983	0.443113772455089	0.78443113772455	0.8562874251497	1	0.497005988023951	3
0	0.136054421768708	0.238095238095239	0.380952380952382	0.448979591836734	0.51700680272109	0.666666666666667	0.836734693877551	1	0.578231292517007	5
0	0.105590062111801	0.198757763975155	0.304347826086956	0.385093167701863	0.453416149068323	0.695652173913044	0.850931677018634	1	0.509316770186335	5
0	0.149253731343284	0.261194029850746	0.335820895522388	0.395522388059701	0.522388059701492	0.634328358208956	0.820895522388059	1	0.58955223880597	5
0	0.109756097560976	0.170731707317073	0.414634146341463	0.49390243902439	0.640243902439025	0.737804878048781	0.853658536585366	1	0.640243902439025	2
0	0.118343195266272	0.207100591715976	0.284023668639053	0.36094674556213	0.455621301775148	0.775147928994083	0.917159763313609	1	0.508875739644971	4
0	0.136986301369863	0.239726027397261	0.308219178082193	0.376712328767124	0.458904109589042	0.82876712328767	1	1	0.520547945205479	4
0	0.0939226519337018	0.176795580110497	0.292817679558011	0.3646408839779	0.486187845303867	0.729281767955801	0.867403314917128	1	0.524861878453039	4
0	0.1	0.158333333333331	0.266666666666664	0.324999999999998	0.391666666666665	0.725	0.825	1	0.466666666666665	3
0	0.139860139860137	0.244755244755243	0.251748251748249	0.328671328671327	0.461538461538461	0.783216783216782	0.867132867132866	1	0.524475524475523	3
0	0.173913043478261	0.304347826086958	0.347826086956522	0.426086956521739	0.513043478260869	0.582608695652174	0.800000000000001	1	0.591304347826088	5
0	0.119047619047619	0.208333333333333	0.392857142857143	0.43452380952381	0.482142857142857	0.916666666666667	0.952380952380952	1	0.535714285714285	4
0	0.16260162601626	0.276422764227644	0.276422764227644	0.382113821138212	0.455284552845528	0.60162601626016	0.804878048780488	1	0.528455284552844	5
0	0.28169014084507	0.28169014084507	0.295774647887324	0.47887323943662	0.816901408450704	0.802816901408451	0.816901408450704	1	0.816901408450704	2
0	0.0866666666666674	0.140000000000001	0.220000000000001	0.306666666666667	0.36	0.76	0.859999999999999	1	0.420000000000001	3
0	0.152671755725191	0.229007633587785	0.343511450381679	0.427480916030533	0.49618320610687	0.732824427480915	0.923664122137405	1	0.564885496183205	4
0	0.00787401574803063	0.118110236220472	0.401574803149606	0.503937007874014	0.614173228346455	0.614173228346455	0.811023622047244	1	0.68503937007874	2
0	0.122448979591838	0.122448979591838	0.129251700680273	0.217687074829932	0.34013605442177	0.666666666666665	0.836734693877551	1	0.401360544217688	1
0	0.153846153846154	0.288461538461538	0.288461538461538	0.384615384615385	0.451923076923076	0.624999999999999	0.85576923076923	1	0.538461538461538	5
0	0.0774647887323944	0.183098591549295	0.119718309859155	0.154929577464788	0.288732394366197	0.654929577464789	0.830985915492958	1	0.352112676056338	1
0	0.143884892086331	0.25179856115108	0.431654676258992	0.525179856115107	0.633093525179856	0.683453237410072	0.863309352517985	1	0.697841726618704	2
0	0.13333333333333	0.233333333333334	0.426666666666666	0.486666666666662	0.553333333333333	0.673333333333332	0.84	1	0.61333333333333	2
